,0
4185,pagecounts-20080607-030000.gz
4186,pagecounts-20080615-210001.gz
4187,pagecounts-20080414-220000.gz
4188,pagecounts-20080524-080001.gz
4189,pagecounts-20080715-090000.gz
4190,pagecounts-20080624-200000.gz
4191,pagecounts-20081021-110000.gz
4192,pagecounts-20081119-100000.gz
4193,pagecounts-20081119-080000.gz
4194,pagecounts-20080404-030000.gz
4195,pagecounts-20080421-170000.gz
4196,pagecounts-20080430-130000.gz
4197,pagecounts-20080210-120000.gz
4198,pagecounts-20080313-070000.gz
4199,pagecounts-20080801-170001.gz
4200,pagecounts-20080901-140001.gz
4201,pagecounts-20080719-140001.gz
4202,pagecounts-20080718-210001.gz
4203,pagecounts-20080911-160000.gz
4204,pagecounts-20080131-170000.gz
4205,pagecounts-20080723-140000.gz
4206,pagecounts-20080227-230000.gz
4207,pagecounts-20080607-070000.gz
4208,pagecounts-20080826-230000.gz
4209,pagecounts-20080111-130000.gz
4210,pagecounts-20080623-170000.gz
4211,pagecounts-20080901-120000.gz
4212,pagecounts-20080426-150001.gz
4213,pagecounts-20080104-020000.gz
4214,pagecounts-20080415-010000.gz
4215,pagecounts-20080910-060000.gz
4216,pagecounts-20080221-030000.gz
4217,pagecounts-20080805-000000.gz
4218,pagecounts-20080510-100000.gz
4219,pagecounts-20080923-130000.gz
4220,pagecounts-20081026-060001.gz
4221,pagecounts-20080211-030000.gz
4222,pagecounts-20081008-000000.gz
4223,pagecounts-20080405-000000.gz
4224,pagecounts-20080620-050000.gz
4225,pagecounts-20080620-100000.gz
4226,pagecounts-20080822-170000.gz
4227,pagecounts-20080216-000000.gz
4228,pagecounts-20080822-030000.gz
4229,pagecounts-20080224-140000.gz
4230,pagecounts-20080827-200000.gz
4231,pagecounts-20080317-080000.gz
4232,pagecounts-20080529-160000.gz
4233,pagecounts-20080406-210001.gz
4234,pagecounts-20081222-020000.gz
4235,pagecounts-20080213-160000.gz
4236,pagecounts-20081213-080000.gz
4237,pagecounts-20080521-120000.gz
4238,pagecounts-20080831-160000.gz
4239,pagecounts-20081111-110001.gz
4240,pagecounts-20080504-120000.gz
4241,pagecounts-20081004-180000.gz
4242,pagecounts-20081017-040001.gz
4243,pagecounts-20080517-180000.gz
4244,pagecounts-20080916-150000.gz
4245,pagecounts-20080904-100000.gz
4246,pagecounts-20080504-090000.gz
4247,pagecounts-20081118-010000.gz
4248,pagecounts-20081016-120000.gz
4249,pagecounts-20081017-200000.gz
4250,pagecounts-20080929-050000.gz
4251,pagecounts-20080915-060000.gz
4252,pagecounts-20080401-190000.gz
4253,pagecounts-20080217-090000.gz
4254,pagecounts-20081008-130000.gz
4255,pagecounts-20080719-190000.gz
4256,pagecounts-20080801-180000.gz
4257,pagecounts-20080219-060000.gz
4258,pagecounts-20080531-180001.gz
4259,pagecounts-20081129-190001.gz
4260,pagecounts-20081212-040000.gz
4261,pagecounts-20080322-210000.gz
4262,pagecounts-20080220-080000.gz
4263,pagecounts-20080921-180000.gz
4264,pagecounts-20081021-100000.gz
4265,pagecounts-20080305-060000.gz
4266,pagecounts-20080822-160000.gz
4267,pagecounts-20080325-130000.gz
4268,pagecounts-20080131-020000.gz
4269,pagecounts-20080228-090000.gz
4270,pagecounts-20080320-090000.gz
4271,pagecounts-20081218-110000.gz
4272,pagecounts-20080915-070001.gz
4273,pagecounts-20080404-170000.gz
4274,pagecounts-20080630-060000.gz
4275,pagecounts-20080207-080000.gz
4276,pagecounts-20080625-050000.gz
4277,pagecounts-20080317-170000.gz
4278,pagecounts-20081118-140000.gz
4279,pagecounts-20080128-210000.gz
4280,pagecounts-20081130-000000.gz
4281,pagecounts-20080621-110000.gz
4282,pagecounts-20080309-110001.gz
4283,pagecounts-20080611-210000.gz
4284,pagecounts-20081223-170000.gz
4285,pagecounts-20080221-010000.gz
4286,pagecounts-20080930-040000.gz
4287,pagecounts-20080526-220000.gz
4288,pagecounts-20080517-200000.gz
4289,pagecounts-20080118-120000.gz
4290,pagecounts-20080825-120000.gz
4291,pagecounts-20080907-060001.gz
4292,pagecounts-20080305-000000.gz
4293,pagecounts-20081204-200001.gz
4294,pagecounts-20080413-030000.gz
4295,pagecounts-20081103-120001.gz
4296,pagecounts-20080404-050000.gz
4297,pagecounts-20081223-140000.gz
4298,pagecounts-20080116-030000.gz
4299,pagecounts-20080124-040000.gz
4300,pagecounts-20080115-070001.gz
4301,pagecounts-20080712-020000.gz
4302,pagecounts-20080419-190000.gz
4303,pagecounts-20081025-170000.gz
4304,pagecounts-20080728-060000.gz
4305,pagecounts-20081218-000001.gz
4306,pagecounts-20081014-140000.gz
4307,pagecounts-20080929-110000.gz
4308,pagecounts-20081117-010000.gz
4309,pagecounts-20080613-180000.gz
4310,pagecounts-20080928-170000.gz
4311,pagecounts-20081124-220000.gz
4312,pagecounts-20080419-220001.gz
4313,pagecounts-20080630-160000.gz
4314,pagecounts-20080203-100001.gz
4315,pagecounts-20080526-230000.gz
4316,pagecounts-20080415-130000.gz
4317,pagecounts-20080225-200000.gz
4318,pagecounts-20081015-170001.gz
4319,pagecounts-20080916-170000.gz
4320,pagecounts-20080101-160000.gz
4321,pagecounts-20080604-090000.gz
4322,pagecounts-20080822-130000.gz
4323,pagecounts-20080908-110001.gz
4324,pagecounts-20080621-000000.gz
4325,pagecounts-20080722-100000.gz
4326,pagecounts-20081108-020000.gz
4327,pagecounts-20080529-040000.gz
4328,pagecounts-20080211-130000.gz
4329,pagecounts-20081207-090001.gz
4330,pagecounts-20080722-040000.gz
4331,pagecounts-20080905-020000.gz
4332,pagecounts-20081120-070000.gz
4333,pagecounts-20080721-180000.gz
4334,pagecounts-20080422-120000.gz
4335,pagecounts-20080201-130000.gz
4336,pagecounts-20081102-030000.gz
4337,pagecounts-20080906-190000.gz
4338,pagecounts-20080531-100000.gz
4339,pagecounts-20080527-000000.gz
4340,pagecounts-20080629-090000.gz
4341,pagecounts-20080504-070000.gz
4342,pagecounts-20081130-040000.gz
4343,pagecounts-20080917-170000.gz
4344,pagecounts-20080712-040000.gz
4345,pagecounts-20080712-220001.gz
4346,pagecounts-20080525-210000.gz
4347,pagecounts-20080516-180000.gz
4348,pagecounts-20080525-180000.gz
4349,pagecounts-20080303-110000.gz
4350,pagecounts-20081013-180000.gz
4351,pagecounts-20080409-090001.gz
4352,pagecounts-20080418-170000.gz
4353,pagecounts-20080517-150001.gz
4354,pagecounts-20080414-060000.gz
4355,pagecounts-20080504-170000.gz
4356,pagecounts-20081025-050000.gz
4357,pagecounts-20080114-180000.gz
4358,pagecounts-20081014-230000.gz
4359,pagecounts-20080213-200000.gz
4360,pagecounts-20080304-150000.gz
4361,pagecounts-20081025-140000.gz
4362,pagecounts-20080216-180000.gz
4363,pagecounts-20080530-190001.gz
4364,pagecounts-20080723-080000.gz
4365,pagecounts-20080504-000000.gz
4366,pagecounts-20081210-050001.gz
4367,pagecounts-20080901-220000.gz
4368,pagecounts-20080215-000000.gz
4369,pagecounts-20080913-150000.gz
4370,pagecounts-20081203-170000.gz
4371,pagecounts-20081206-120000.gz
4372,pagecounts-20080920-050000.gz
4373,pagecounts-20080818-160000.gz
4374,pagecounts-20080829-000000.gz
4375,pagecounts-20081204-120000.gz
4376,pagecounts-20080720-140001.gz
4377,pagecounts-20080918-190000.gz
4378,pagecounts-20081001-110001.gz
4379,pagecounts-20081216-170000.gz
4380,pagecounts-20080414-100001.gz
4381,pagecounts-20080225-160000.gz
4382,pagecounts-20080305-180000.gz
4383,pagecounts-20080613-230000.gz
4384,pagecounts-20081225-100000.gz
4385,pagecounts-20081029-150000.gz
4386,pagecounts-20080831-130000.gz
4387,pagecounts-20080129-180000.gz
4388,pagecounts-20080526-200001.gz
4389,pagecounts-20080116-120000.gz
4390,pagecounts-20081126-030000.gz
4391,pagecounts-20081008-210001.gz
4392,pagecounts-20080908-160000.gz
4393,pagecounts-20080312-110001.gz
4394,pagecounts-20080902-040000.gz
4395,pagecounts-20080330-210000.gz
4396,pagecounts-20081127-180001.gz
4397,pagecounts-20080325-180001.gz
4398,pagecounts-20080919-020000.gz
4399,pagecounts-20081216-150000.gz
4400,pagecounts-20081115-120000.gz
4401,pagecounts-20080501-180000.gz
4402,pagecounts-20081114-030000.gz
4403,pagecounts-20080524-230000.gz
4404,pagecounts-20080420-030001.gz
4405,pagecounts-20080909-100001.gz
4406,pagecounts-20081104-130000.gz
4407,pagecounts-20080122-020001.gz
4408,pagecounts-20080226-160000.gz
4409,pagecounts-20080815-050001.gz
4410,pagecounts-20080617-230000.gz
4411,pagecounts-20080401-150000.gz
4412,pagecounts-20081030-080000.gz
4413,pagecounts-20080204-070000.gz
4414,pagecounts-20080804-120000.gz
4415,pagecounts-20080621-230000.gz
4416,pagecounts-20081118-120001.gz
4417,pagecounts-20080804-180000.gz
4418,pagecounts-20080820-010000.gz
4419,pagecounts-20080228-200001.gz
4420,pagecounts-20080410-110000.gz
4421,pagecounts-20080822-080000.gz
4422,pagecounts-20081011-190001.gz
4423,pagecounts-20080124-080000.gz
4424,pagecounts-20081216-030000.gz
4425,pagecounts-20080804-190000.gz
4426,pagecounts-20081103-230000.gz
4427,pagecounts-20081014-070000.gz
4428,pagecounts-20080112-220000.gz
4429,pagecounts-20080125-090000.gz
4430,pagecounts-20080304-080000.gz
4431,pagecounts-20081110-190000.gz
4432,pagecounts-20080612-200000.gz
4433,pagecounts-20080521-140001.gz
4434,pagecounts-20081228-000000.gz
4435,pagecounts-20080127-120000.gz
4436,pagecounts-20080318-180001.gz
4437,pagecounts-20080117-040000.gz
4438,pagecounts-20081115-200000.gz
4439,pagecounts-20081106-230001.gz
4440,pagecounts-20080716-120000.gz
4441,pagecounts-20080920-150000.gz
4442,pagecounts-20080128-190000.gz
4443,pagecounts-20080418-120000.gz
4444,pagecounts-20081122-230000.gz
4445,pagecounts-20080202-130000.gz
4446,pagecounts-20080203-120000.gz
4447,pagecounts-20080526-030000.gz
4448,pagecounts-20080311-200000.gz
4449,pagecounts-20080617-030001.gz
4450,pagecounts-20080417-040001.gz
4451,pagecounts-20080330-150000.gz
4452,pagecounts-20080927-070000.gz
4453,pagecounts-20081230-160000.gz
4454,pagecounts-20080715-170000.gz
4455,pagecounts-20080107-070000.gz
4456,pagecounts-20080609-100000.gz
4457,pagecounts-20081222-200000.gz
4458,pagecounts-20081027-120001.gz
4459,pagecounts-20080218-180000.gz
4460,pagecounts-20080302-090001.gz
4461,pagecounts-20081209-060000.gz
4462,pagecounts-20080907-110001.gz
4463,pagecounts-20080921-190000.gz
4464,pagecounts-20081205-220000.gz
4465,pagecounts-20080215-110000.gz
4466,pagecounts-20080708-020000.gz
4467,pagecounts-20081212-120001.gz
4468,pagecounts-20081108-080000.gz
4469,pagecounts-20080905-210000.gz
4470,pagecounts-20080802-220001.gz
4471,pagecounts-20080904-010001.gz
4472,pagecounts-20080603-150000.gz
4473,pagecounts-20080119-060000.gz
4474,pagecounts-20081219-140000.gz
4475,pagecounts-20080405-230000.gz
4476,pagecounts-20080128-180000.gz
4477,pagecounts-20080122-040000.gz
4478,pagecounts-20080221-190000.gz
4479,pagecounts-20081215-120001.gz
4480,pagecounts-20081222-120000.gz
4481,pagecounts-20080126-080001.gz
4482,pagecounts-20080314-130000.gz
4483,pagecounts-20080516-070000.gz
4484,pagecounts-20080311-180000.gz
4485,pagecounts-20080910-230000.gz
4486,pagecounts-20080423-020000.gz
4487,pagecounts-20080624-110000.gz
4488,pagecounts-20080829-060000.gz
4489,pagecounts-20080915-110000.gz
4490,pagecounts-20080914-010000.gz
4491,pagecounts-20080823-100000.gz
4492,pagecounts-20080701-200001.gz
4493,pagecounts-20080709-130000.gz
4494,pagecounts-20080210-040000.gz
4495,pagecounts-20080126-090000.gz
4496,pagecounts-20080428-230000.gz
4497,pagecounts-20080228-110000.gz
4498,pagecounts-20080303-150001.gz
4499,pagecounts-20080507-010000.gz
4500,pagecounts-20081014-130000.gz
4501,pagecounts-20080723-220000.gz
4502,pagecounts-20081207-020000.gz
4503,pagecounts-20080114-100000.gz
4504,pagecounts-20080226-030000.gz
4505,pagecounts-20080531-170000.gz
4506,pagecounts-20080610-080000.gz
4507,pagecounts-20080316-100000.gz
4508,pagecounts-20080913-090001.gz
4509,pagecounts-20080808-150000.gz
4510,pagecounts-20080811-140000.gz
4511,pagecounts-20080330-140001.gz
4512,pagecounts-20080423-200001.gz
4513,pagecounts-20080212-200001.gz
4514,pagecounts-20080707-210000.gz
4515,pagecounts-20080225-030000.gz
4516,pagecounts-20080806-090000.gz
4517,pagecounts-20080120-100000.gz
4518,pagecounts-20080217-170000.gz
4519,pagecounts-20080618-010000.gz
4520,pagecounts-20080420-130000.gz
4521,pagecounts-20080907-160000.gz
4522,pagecounts-20080413-020000.gz
4523,pagecounts-20081230-200001.gz
4524,pagecounts-20081110-110001.gz
4525,pagecounts-20080711-130000.gz
4526,pagecounts-20081112-050000.gz
4527,pagecounts-20081005-050000.gz
4528,pagecounts-20080913-080000.gz
4529,pagecounts-20080602-000001.gz
4530,pagecounts-20080412-030001.gz
4531,pagecounts-20080724-160000.gz
4532,pagecounts-20080406-230000.gz
4533,pagecounts-20080823-140000.gz
4534,pagecounts-20080223-090000.gz
4535,pagecounts-20080418-080000.gz
4536,pagecounts-20080529-180000.gz
4537,pagecounts-20081124-110000.gz
4538,pagecounts-20081223-040000.gz
4539,pagecounts-20081212-190000.gz
4540,pagecounts-20080201-150001.gz
4541,pagecounts-20080901-150000.gz
4542,pagecounts-20081224-000000.gz
4543,pagecounts-20080908-020000.gz
4544,pagecounts-20080208-080000.gz
4545,pagecounts-20080923-040001.gz
4546,pagecounts-20080921-060000.gz
4547,pagecounts-20080225-140000.gz
4548,pagecounts-20080426-010000.gz
4549,pagecounts-20081025-190000.gz
4550,pagecounts-20080117-170000.gz
4551,pagecounts-20081010-120000.gz
4552,pagecounts-20081209-000000.gz
4553,pagecounts-20080520-190000.gz
4554,pagecounts-20081221-040000.gz
4555,pagecounts-20081108-130000.gz
4556,pagecounts-20080303-080000.gz
4557,pagecounts-20080626-130000.gz
4558,pagecounts-20080613-150001.gz
4559,pagecounts-20081002-080000.gz
4560,pagecounts-20080712-000000.gz
4561,pagecounts-20080829-150001.gz
4562,pagecounts-20080225-130001.gz
4563,pagecounts-20080330-100000.gz
4564,pagecounts-20080326-050000.gz
4565,pagecounts-20081008-200000.gz
4566,pagecounts-20081208-110000.gz
4567,pagecounts-20081220-120000.gz
4568,pagecounts-20080725-130000.gz
4569,pagecounts-20080608-070000.gz
4570,pagecounts-20080525-120000.gz
4571,pagecounts-20080209-230000.gz
4572,pagecounts-20080923-220001.gz
4573,pagecounts-20080513-050000.gz
4574,pagecounts-20080627-000000.gz
4575,pagecounts-20080527-010001.gz
4576,pagecounts-20081016-140000.gz
4577,pagecounts-20081202-050000.gz
4578,pagecounts-20081109-110001.gz
4579,pagecounts-20080427-080000.gz
4580,pagecounts-20080605-030000.gz
4581,pagecounts-20080805-220000.gz
4582,pagecounts-20080731-200000.gz
4583,pagecounts-20080902-020001.gz
4584,pagecounts-20080627-020000.gz
4585,pagecounts-20080211-070000.gz
4586,pagecounts-20080402-150001.gz
4587,pagecounts-20080125-130000.gz
4588,pagecounts-20080629-020001.gz
4589,pagecounts-20080929-010000.gz
4590,pagecounts-20081208-130000.gz
4591,pagecounts-20081017-230000.gz
4592,pagecounts-20080331-050000.gz
4593,pagecounts-20080625-140000.gz
4594,pagecounts-20080603-170001.gz
4595,pagecounts-20080529-200000.gz
4596,pagecounts-20080518-100000.gz
4597,pagecounts-20080515-040000.gz
4598,pagecounts-20080114-080000.gz
4599,pagecounts-20081102-140000.gz
4600,pagecounts-20081023-230000.gz
4601,pagecounts-20081007-070000.gz
4602,pagecounts-20080229-140001.gz
4603,pagecounts-20081104-100000.gz
4604,pagecounts-20080729-210000.gz
4605,pagecounts-20080415-160001.gz
4606,pagecounts-20080604-170000.gz
4607,pagecounts-20080630-200001.gz
4608,pagecounts-20080903-000000.gz
4609,pagecounts-20080827-170000.gz
4610,pagecounts-20080820-120000.gz
4611,pagecounts-20080123-110000.gz
4612,pagecounts-20080312-140000.gz
4613,pagecounts-20081210-150000.gz
4614,pagecounts-20080605-180000.gz
4615,pagecounts-20080830-230000.gz
4616,pagecounts-20081127-020000.gz
4617,pagecounts-20081201-110000.gz
4618,pagecounts-20080803-040001.gz
4619,pagecounts-20080218-050000.gz
4620,pagecounts-20080201-060000.gz
4621,pagecounts-20081018-230000.gz
4622,pagecounts-20080219-080000.gz
4623,pagecounts-20081105-150000.gz
4624,pagecounts-20080422-030001.gz
4625,pagecounts-20080607-050001.gz
4626,pagecounts-20080118-160000.gz
4627,pagecounts-20080402-140000.gz
4628,pagecounts-20080802-050001.gz
4629,pagecounts-20080704-000000.gz
4630,pagecounts-20081016-070000.gz
4631,pagecounts-20080403-200000.gz
4632,pagecounts-20080427-120000.gz
4633,pagecounts-20080101-090000.gz
4634,pagecounts-20080527-210000.gz
4635,pagecounts-20080626-230000.gz
4636,pagecounts-20080413-140000.gz
4637,pagecounts-20080223-160000.gz
4638,pagecounts-20080705-000000.gz
4639,pagecounts-20080618-080000.gz
4640,pagecounts-20081017-070000.gz
4641,pagecounts-20080204-010000.gz
4642,pagecounts-20081010-050000.gz
4643,pagecounts-20080430-230000.gz
4644,pagecounts-20080918-160000.gz
4645,pagecounts-20081212-100000.gz
4646,pagecounts-20080815-080000.gz
4647,pagecounts-20080422-160000.gz
4648,pagecounts-20080514-160000.gz
4649,pagecounts-20080403-150001.gz
4650,pagecounts-20080101-120000.gz
4651,pagecounts-20080710-210000.gz
4652,pagecounts-20080506-140000.gz
4653,pagecounts-20080526-060000.gz
4654,pagecounts-20080506-080000.gz
4655,pagecounts-20080729-080001.gz
4656,pagecounts-20080309-100000.gz
4657,pagecounts-20081117-110001.gz
4658,pagecounts-20080324-220000.gz
4659,pagecounts-20080601-140000.gz
4660,pagecounts-20080426-140000.gz
4661,pagecounts-20080201-040000.gz
4662,pagecounts-20080518-130000.gz
4663,pagecounts-20080828-210001.gz
4664,pagecounts-20081016-200000.gz
4665,pagecounts-20081201-190000.gz
4666,pagecounts-20080509-190000.gz
4667,pagecounts-20081004-060000.gz
4668,pagecounts-20080729-110000.gz
4669,pagecounts-20080223-010000.gz
4670,pagecounts-20080715-110000.gz
4671,pagecounts-20080114-200000.gz
4672,pagecounts-20080430-170000.gz
4673,pagecounts-20080330-080000.gz
4674,pagecounts-20080102-170000.gz
4675,pagecounts-20080217-120000.gz
4676,pagecounts-20080603-160000.gz
4677,pagecounts-20081225-050000.gz
4678,pagecounts-20080122-160000.gz
4679,pagecounts-20080210-030000.gz
4680,pagecounts-20081221-090000.gz
4681,pagecounts-20081116-210000.gz
4682,pagecounts-20080423-080000.gz
4683,pagecounts-20080624-050000.gz
4684,pagecounts-20080320-000001.gz
4685,pagecounts-20081030-000001.gz
4686,pagecounts-20080410-170000.gz
4687,pagecounts-20080505-050000.gz
4688,pagecounts-20080507-110000.gz
4689,pagecounts-20081125-210000.gz
4690,pagecounts-20081214-030000.gz
4691,pagecounts-20081228-080001.gz
4692,pagecounts-20080225-090000.gz
4693,pagecounts-20081014-080000.gz
4694,pagecounts-20080404-230000.gz
4695,pagecounts-20080523-000000.gz
4696,pagecounts-20080123-230000.gz
4697,pagecounts-20080628-160000.gz
4698,pagecounts-20081108-110001.gz
4699,pagecounts-20081118-160000.gz
4700,pagecounts-20080924-210000.gz
4701,pagecounts-20081030-120001.gz
4702,pagecounts-20080227-020000.gz
4703,pagecounts-20080509-160000.gz
4704,pagecounts-20080225-110000.gz
4705,pagecounts-20081002-210000.gz
4706,pagecounts-20080418-020000.gz
4707,pagecounts-20080914-030000.gz
4708,pagecounts-20081107-040000.gz
4709,pagecounts-20081222-210000.gz
4710,pagecounts-20081227-030000.gz
4711,pagecounts-20081006-160001.gz
4712,pagecounts-20080920-140000.gz
4713,pagecounts-20080718-170000.gz
4714,pagecounts-20080411-100000.gz
4715,pagecounts-20081125-130000.gz
4716,pagecounts-20080427-000000.gz
4717,pagecounts-20081108-180001.gz
4718,pagecounts-20080716-200000.gz
4719,pagecounts-20081229-120000.gz
4720,pagecounts-20080501-230000.gz
4721,pagecounts-20081208-120000.gz
4722,pagecounts-20080109-150000.gz
4723,pagecounts-20080921-210000.gz
4724,pagecounts-20081208-090000.gz
4725,pagecounts-20081212-000000.gz
4726,pagecounts-20080226-020000.gz
4727,pagecounts-20080502-080000.gz
4728,pagecounts-20080315-230001.gz
4729,pagecounts-20080729-120000.gz
4730,pagecounts-20080911-190000.gz
4731,pagecounts-20080410-000000.gz
4732,pagecounts-20080113-000000.gz
4733,pagecounts-20080619-040000.gz
4734,pagecounts-20080318-190000.gz
4735,pagecounts-20081010-190001.gz
4736,pagecounts-20080323-090000.gz
4737,pagecounts-20080714-000000.gz
4738,pagecounts-20081001-010000.gz
4739,pagecounts-20081123-190000.gz
4740,pagecounts-20080314-170001.gz
4741,pagecounts-20080311-000000.gz
4742,pagecounts-20080728-190000.gz
4743,pagecounts-20081010-020001.gz
4744,pagecounts-20080511-140000.gz
4745,pagecounts-20080912-160000.gz
4746,pagecounts-20080718-070000.gz
4747,pagecounts-20081208-210000.gz
4748,pagecounts-20081224-200000.gz
4749,pagecounts-20081016-210000.gz
4750,pagecounts-20080825-170001.gz
4751,pagecounts-20081009-150000.gz
4752,pagecounts-20080109-030000.gz
4753,pagecounts-20080521-160000.gz
4754,pagecounts-20080821-140000.gz
4755,pagecounts-20080517-130000.gz
4756,pagecounts-20080303-060000.gz
4757,pagecounts-20080904-200000.gz
4758,pagecounts-20080229-030000.gz
4759,pagecounts-20080131-060000.gz
4760,pagecounts-20080914-110000.gz
4761,pagecounts-20081112-010000.gz
4762,pagecounts-20080611-080000.gz
4763,pagecounts-20081120-150000.gz
4764,pagecounts-20080606-080000.gz
4765,pagecounts-20080121-090000.gz
4766,pagecounts-20080602-200000.gz
4767,pagecounts-20080811-060000.gz
4768,pagecounts-20080519-010000.gz
4769,pagecounts-20080622-100000.gz
4770,pagecounts-20081013-040000.gz
4771,pagecounts-20080904-030000.gz
4772,pagecounts-20080611-220001.gz
4773,pagecounts-20080923-080000.gz
4774,pagecounts-20080203-030000.gz
4775,pagecounts-20081001-210000.gz
4776,pagecounts-20080410-220000.gz
4777,pagecounts-20080713-130000.gz
4778,pagecounts-20080819-160000.gz
4779,pagecounts-20080111-120001.gz
4780,pagecounts-20080923-090000.gz
4781,pagecounts-20080519-160000.gz
4782,pagecounts-20080223-150000.gz
4783,pagecounts-20080526-130000.gz
4784,pagecounts-20080717-200000.gz
4785,pagecounts-20080915-180000.gz
4786,pagecounts-20080228-170000.gz
4787,pagecounts-20080409-080000.gz
4788,pagecounts-20081125-220000.gz
4789,pagecounts-20080514-150001.gz
4790,pagecounts-20080203-060000.gz
4791,pagecounts-20080102-020000.gz
4792,pagecounts-20080416-220001.gz
4793,pagecounts-20080125-180000.gz
4794,pagecounts-20081026-040000.gz
4795,pagecounts-20080918-100000.gz
4796,pagecounts-20080611-050001.gz
4797,pagecounts-20080619-190000.gz
4798,pagecounts-20081125-140000.gz
4799,pagecounts-20080421-090001.gz
4800,pagecounts-20080310-090000.gz
4801,pagecounts-20080118-060000.gz
4802,pagecounts-20080404-160000.gz
4803,pagecounts-20081106-120000.gz
4804,pagecounts-20080711-190000.gz
4805,pagecounts-20080821-220000.gz
4806,pagecounts-20080205-180000.gz
4807,pagecounts-20080704-110000.gz
4808,pagecounts-20080530-180000.gz
4809,pagecounts-20080801-200000.gz
4810,pagecounts-20080709-210000.gz
4811,pagecounts-20080617-020000.gz
4812,pagecounts-20081230-110000.gz
4813,pagecounts-20081221-230000.gz
4814,pagecounts-20080616-230000.gz
4815,pagecounts-20080110-100000.gz
4816,pagecounts-20080804-210001.gz
4817,pagecounts-20081121-080000.gz
4818,pagecounts-20081025-220000.gz
4819,pagecounts-20080115-170000.gz
4820,pagecounts-20080313-090000.gz
4821,pagecounts-20081010-170000.gz
4822,pagecounts-20080109-210000.gz
4823,pagecounts-20081226-130000.gz
4824,pagecounts-20080702-180000.gz
4825,pagecounts-20080826-070000.gz
4826,pagecounts-20080401-100000.gz
4827,pagecounts-20080714-230000.gz
4828,pagecounts-20080509-020000.gz
4829,pagecounts-20080229-120000.gz
4830,pagecounts-20080905-090000.gz
4831,pagecounts-20080526-160000.gz
4832,pagecounts-20080208-200000.gz
4833,pagecounts-20080412-140000.gz
4834,pagecounts-20080610-010000.gz
4835,pagecounts-20080331-130000.gz
4836,pagecounts-20080808-210000.gz
4837,pagecounts-20080723-070000.gz
4838,pagecounts-20080104-210000.gz
4839,pagecounts-20081024-020000.gz
4840,pagecounts-20080730-130001.gz
4841,pagecounts-20081216-080000.gz
4842,pagecounts-20080528-090000.gz
4843,pagecounts-20080818-070000.gz
4844,pagecounts-20080810-150000.gz
4845,pagecounts-20081201-060000.gz
4846,pagecounts-20080629-140001.gz
4847,pagecounts-20080720-060000.gz
4848,pagecounts-20080918-040000.gz
4849,pagecounts-20081130-030000.gz
4850,pagecounts-20080604-230000.gz
4851,pagecounts-20080114-140000.gz
4852,pagecounts-20080208-120001.gz
4853,pagecounts-20080428-200000.gz
4854,pagecounts-20080209-190001.gz
4855,pagecounts-20080907-080000.gz
4856,pagecounts-20081124-080000.gz
4857,pagecounts-20080228-000000.gz
4858,pagecounts-20080615-230000.gz
4859,pagecounts-20080817-190000.gz
4860,pagecounts-20081220-090000.gz
4861,pagecounts-20080827-010000.gz
4862,pagecounts-20081116-170001.gz
4863,pagecounts-20080724-120000.gz
4864,pagecounts-20081202-130001.gz
4865,pagecounts-20080508-120000.gz
4866,pagecounts-20081019-100000.gz
4867,pagecounts-20080829-190000.gz
4868,pagecounts-20080308-090000.gz
4869,pagecounts-20081213-150000.gz
4870,pagecounts-20081019-170000.gz
4871,pagecounts-20080122-200000.gz
4872,pagecounts-20081214-230000.gz
4873,pagecounts-20080202-080000.gz
4874,pagecounts-20080308-180000.gz
4875,pagecounts-20081121-230000.gz
4876,pagecounts-20080322-130000.gz
4877,pagecounts-20080809-010000.gz
4878,pagecounts-20080301-010000.gz
4879,pagecounts-20080908-170001.gz
4880,pagecounts-20081201-210000.gz
4881,pagecounts-20080717-080000.gz
4882,pagecounts-20080730-140000.gz
4883,pagecounts-20081222-030000.gz
4884,pagecounts-20080920-080000.gz
4885,pagecounts-20081214-200000.gz
4886,pagecounts-20081226-190000.gz
4887,pagecounts-20080529-150000.gz
4888,pagecounts-20080414-030000.gz
4889,pagecounts-20080429-170000.gz
4890,pagecounts-20080215-100000.gz
4891,pagecounts-20080212-100000.gz
4892,pagecounts-20081004-230000.gz
4893,pagecounts-20080318-080000.gz
4894,pagecounts-20080207-100000.gz
4895,pagecounts-20080212-110000.gz
4896,pagecounts-20081119-230000.gz
4897,pagecounts-20080204-120000.gz
4898,pagecounts-20080929-130000.gz
4899,pagecounts-20080807-010000.gz
4900,pagecounts-20080316-050001.gz
4901,pagecounts-20080422-060000.gz
4902,pagecounts-20081227-210000.gz
4903,pagecounts-20080605-220000.gz
4904,pagecounts-20080610-190000.gz
4905,pagecounts-20080417-100001.gz
4906,pagecounts-20080228-150000.gz
4907,pagecounts-20080314-180000.gz
4908,pagecounts-20081201-070001.gz
4909,pagecounts-20081217-070000.gz
4910,pagecounts-20080603-050001.gz
4911,pagecounts-20080105-080000.gz
4912,pagecounts-20080427-110000.gz
4913,pagecounts-20080513-020000.gz
4914,pagecounts-20080417-170000.gz
4915,pagecounts-20080610-100000.gz
4916,pagecounts-20080205-100000.gz
4917,pagecounts-20081208-220001.gz
4918,pagecounts-20080113-120000.gz
4919,pagecounts-20081023-040000.gz
4920,pagecounts-20080801-090000.gz
